Product ID,Website SKU,Grace SKU,QB Match Status,Category,Family,Shape,Color,Capacity,Capacity (oz),Capacity (ml),Applicator,Cap Color,Cap Style,Neck Thread Size,Neck Thread (Web),Height with Cap,Height without Cap,Diameter,Bottle Weight (g),Case Weight (g),Case Quantity,QB Price,Web Price (1pc),Web Price (10pc),Web Price (12pc),Stock Status,Item Name,Item Description,Item Type (Web),Product Type (ML),Use Case Description,Product URL,Data Grade,Usage,Product Type,Bottle Collection,Component Group,Use Case URL
BB-GB-005-0070,GBSleek5MtlRollBlkDot,GB-SLK-CLR-5ML-MRL-BKDT,Matched to QB,Glass Bottle,Sleek,Standard,Clear,5 ml (0.17 oz),0.1667,5,Metal Roller,Black Dotted,Dot Cap,13-415,13-415,57 ±1 mm,45 ±0.5 mm,23 ±0.5 mm,88.46,23777.08,258,0.87,0.87,0.69,0.83,In Stock,Sleek 5 ml (0.17 oz) Clear Glass Bottle with Metal Roller Black Dotted Cap,"Sleek design 5ml, 1/6oz Clear glass bottle with Metal Roller Ball and black shiny cap with dots.","Clear and colored glass roll-on bottles with steel roller-balls, capacity range about 1/6oz (from 4ml to 6ml)",Glass Bottle,"Empty Clear glass bottle with metal roller ball plug and black shiny cap with dots cap acity: 5ml, 1/6oz. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy.",https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-metal-roller-ball-plug-black-shiny-cap-with-dots,A,Roll-On & Topical,Glass Bottle,Sleek Collection,N/A,
BB-GB-005-0071,GBSleek5MtlRollBlkSh,GB-SLK-CLR-5ML-MRL-SBLK,Matched to QB,Glass Bottle,Sleek,Standard,Clear,5 ml (0.17 oz),0.1667,5,Metal Roller,Shiny Black,Roll-On,13-415,13-415,57 ±1 mm,45 ±0.5 mm,23 ±0.5 mm,88.46,23777.08,258,0.8,0.8,0.63,0.76,In Stock,Sleek 5 ml (0.17 oz) Clear Glass Bottle with Metal Roller Shiny Black Cap,"Sleek design 5ml, 1/6oz Clear glass bottle with Metal Roller Ball and black shiny cap.","Clear and colored glass roll-on bottles with steel roller-balls, capacity range about 1/6oz (from 4ml to 6ml)",Glass Bottle,"Empty Clear glass bottle with metal roller ball plug and black shiny cap cap acity: 5ml, 1/6oz. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy.",https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-metal-roller-ball-plug-black-shiny-cap,A,Roll-On & Topical,Glass Bottle,Sleek Collection,N/A,
BB-GB-005-0072,GBSleek5MtlRollCuMatt,GB-SLK-CLR-5ML-MRL-MCPR,Matched to QB,Glass Bottle,Sleek,Standard,Clear,5 ml (0.17 oz),0.1667,5,Metal Roller,Matte Copper,Roll-On,13-415,13-415,57 ±1 mm,45 ±0.5 mm,23 ±0.5 mm,88.46,23777.08,258,0.8,0.8,0.63,0.76,In Stock,Sleek 5 ml (0.17 oz) Clear Glass Bottle with Metal Roller Matte Copper Cap,"Sleek design 5ml, 1/6oz Clear glass bottle with Metal Roller Ball and matte copper cap.","Clear and colored glass roll-on bottles with steel roller-balls, capacity range about 1/6oz (from 4ml to 6ml)",Glass Bottle,"Empty Clear glass bottle with metal roller ball plug and matte copper cap cap acity: 5ml, 1/6oz. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy.",https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-metal-roller-ball-plug-matte-copper-cap,A,Roll-On & Topical,Glass Bottle,Sleek Collection,N/A,
BB-GB-005-0073,GBSleek5MtlRollGlMatt,GB-SLK-CLR-5ML-MRL-MGLD,Matched to QB,Glass Bottle,Sleek,Standard,Clear,5 ml (0.17 oz),0.1667,5,Metal Roller,Matte Gold,Screw Cap,13-415,13-415,57 ±1 mm,45 ±0.5 mm,23 ±0.5 mm,88.46,23777.08,258,0.8,0.8,0.63,0.76,In Stock,Sleek 5 ml (0.17 oz) Clear Glass Bottle with Metal Roller Matte Gold Cap,"Sleek design 5ml, 1/6oz Clear glass bottle with Metal Roller Ball and matte gold cap.","Clear and colored glass roll-on bottles with steel roller-balls, capacity range about 1/6oz (from 4ml to 6ml)",Glass Bottle,"Empty Clear glass bottle with metal roller ball plug and matte gold cap cap acity: 5ml, 1/6oz. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy.",https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-metal-roller-ball-plug-matte-gold-cap,A,Roll-On & Topical,Glass Bottle,Sleek Collection,N/A,
BB-GB-005-0074,GBSleek5MtlRollGlSh,GB-SLK-CLR-5ML-MRL-SGLD,Matched to QB,Glass Bottle,Sleek,Standard,Clear,5 ml (0.17 oz),0.1667,5,Metal Roller,Shiny Gold,Screw Cap,13-415,13-415,57 ±1 mm,45 ±0.5 mm,23 ±0.5 mm,88.46,23777.08,258,0.8,0.8,0.63,0.76,In Stock,Sleek 5 ml (0.17 oz) Clear Glass Bottle with Metal Roller Shiny Gold Cap,"Sleek design 5ml, 1/6oz Clear glass bottle with Metal Roller Ball and shiny gold cap.","Clear and colored glass roll-on bottles with steel roller-balls, capacity range about 1/6oz (from 4ml to 6ml)",Glass Bottle,"Empty Clear glass bottle with metal roller ball plug and shiny gold cap cap acity: 5ml, 1/6oz. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy.",https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-metal-roller-ball-plug-shiny-gold-cap,A,Roll-On & Topical,Glass Bottle,Sleek Collection,N/A,
BB-GB-005-0075,GBSleek5MtlRollPinkDot,GB-SLK-CLR-5ML-MRL-PKDT,Matched to QB,Glass Bottle,Sleek,Standard,Clear,5 ml (0.17 oz),0.1667,5,Metal Roller,Pink Dotted,Dot Cap,13-415,13-415,57 ±1 mm,45 ±0.5 mm,23 ±0.5 mm,88.46,23777.08,258,0.87,0.87,0.69,0.83,In Stock,Sleek 5 ml (0.17 oz) Clear Glass Bottle with Metal Roller Pink Dotted Cap,"Sleek design 5ml, 1/6oz Clear glass bottle with Metal Roller Ball and pink cap with dots.","Clear and colored glass roll-on bottles with steel roller-balls, capacity range about 1/6oz (from 4ml to 6ml)",Glass Bottle,"Empty Clear glass bottle with metal roller ball plug and pink cap with dots cap acity: 5ml, 1/6oz. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy.",https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-metal-roller-ball-plug-pink-cap-with-dots,A,Roll-On & Topical,Glass Bottle,Sleek Collection,N/A,
BB-GB-005-0076,GBSleek5MtlRollSlDot,GB-SLK-CLR-5ML-MRL-SLDT,Matched to QB,Glass Bottle,Sleek,Standard,Clear,5 ml (0.17 oz),0.1667,5,Metal Roller,Silver Dotted,Dot Cap,13-415,13-415,57 ±1 mm,45 ±0.5 mm,23 ±0.5 mm,88.46,23777.08,258,0.87,0.87,0.69,0.83,In Stock,Sleek 5 ml (0.17 oz) Clear Glass Bottle with Metal Roller Silver Dotted Cap,"Sleek design 5ml, 1/6oz Clear glass bottle with Metal Roller Ball and silver cap with dots.","Clear and colored glass roll-on bottles with steel roller-balls, capacity range about 1/6oz (from 4ml to 6ml)",Glass Bottle,"Empty Clear glass bottle with metal roller ball plug and silver cap with dots cap acity: 5ml, 1/6oz. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy.",https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-metal-roller-ball-plug-silver-cap-with-dots,A,Roll-On & Topical,Glass Bottle,Sleek Collection,N/A,
BB-GB-005-0077,GBSleek5MtlRollSlMatt,GB-SLK-CLR-5ML-MRL-MSLV,Matched to QB,Glass Bottle,Sleek,Standard,Clear,5 ml (0.17 oz),0.1667,5,Metal Roller,Matte Silver,Roll-On,13-415,13-415,57 ±1 mm,45 ±0.5 mm,23 ±0.5 mm,88.46,23777.08,258,0.8,0.8,0.63,0.76,In Stock,Sleek 5 ml (0.17 oz) Clear Glass Bottle with Metal Roller Matte Silver Cap,"Sleek design 5ml, 1/6oz Clear glass bottle with Metal Roller Ball and matte silver cap.","Clear and colored glass roll-on bottles with steel roller-balls, capacity range about 1/6oz (from 4ml to 6ml)",Glass Bottle,"Empty Clear glass bottle with metal roller ball plug and matte silver cap cap acity: 5ml, 1/6oz. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy.",https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-metal-roller-ball-plug-matte-silver-cap,A,Roll-On & Topical,Glass Bottle,Sleek Collection,N/A,
BB-GB-005-0078,GBSleek5MtlRollSlSh,GB-SLK-CLR-5ML-MRL-SSLV,Matched to QB,Glass Bottle,Sleek,Standard,Clear,5 ml (0.17 oz),0.1667,5,Metal Roller,Shiny Silver,Roll-On,13-415,13-415,57 ±1 mm,45 ±0.5 mm,23 ±0.5 mm,88.46,23777.08,258,0.8,0.8,0.63,0.76,In Stock,Sleek 5 ml (0.17 oz) Clear Glass Bottle with Metal Roller Shiny Silver Cap,"Sleek design 5ml, 1/6oz Clear glass bottle with Metal Roller Ball and shiny silver cap.","Clear and colored glass roll-on bottles with steel roller-balls, capacity range about 1/6oz (from 4ml to 6ml)",Glass Bottle,"Empty Clear glass bottle with metal roller ball plug and shiny silver cap cap acity: 5ml, 1/6oz. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy.",https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-metal-roller-ball-plug-shiny-silver-cap,A,Roll-On & Topical,Glass Bottle,Sleek Collection,N/A,
BB-GB-005-0079,GBSleek5RollBlkDot,GB-SLK-CLR-5ML-ROL-BKDT,Matched to QB,Glass Bottle,Sleek,Standard,Clear,5 ml (0.17 oz),0.1667,5,Roller,Black Dotted,Dot Cap,13-415,13-415,57 ±1 mm,45 ±0.5 mm,23 ±0.5 mm,88.46,23777.08,258,0.79,0.79,0.62,0.75,In Stock,Sleek 5 ml (0.17 oz) Clear Glass Bottle with Roller Black Dotted Cap,"Sleek design 5ml, 1/6oz Clear glass bottle with Roller Ball and black shiny cap with dots.",Clear and colored glass roll on bottles of capacity range about 1/6oz (from 4ml to 6ml),Glass Bottle,"Empty Clear glass bottle with plastic roller ball plug and black shiny cap with dots cap acity: 5ml, 1/6oz. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy.",https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-plastic-roller-ball-plug-black-shiny-cap-with-dots,A,Roll-On & Topical,Glass Bottle,Sleek Collection,N/A,
BB-GB-005-0080,GBSleek5RollBlkSh,GB-SLK-CLR-5ML-ROL-SBLK,Matched to QB,Glass Bottle,Sleek,Standard,Clear,5 ml (0.17 oz),0.1667,5,Roller,Shiny Black,Roll-On,13-415,13-415,62 ±1 mm,48 ±1 mm,23 ±0.5 mm,88.46,23777.08,258,0.72,0.72,0.57,0.68,In Stock,Sleek 5 ml (0.17 oz) Clear Glass Bottle with Roller Shiny Black Cap,"Sleek design 5ml, 1/6oz Clear glass bottle with Roller Ball and black shiny cap.",Clear and colored glass roll on bottles of capacity range about 1/6oz (from 4ml to 6ml),Glass Bottle,"Empty Clear glass bottle with plastic roller ball plug and black shiny cap cap acity: 5ml, 1/6oz. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy.",https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-plastic-roller-ball-plug-black-cap,A,Roll-On & Topical,Glass Bottle,Sleek Collection,N/A,
BB-GB-005-0081,GBSleek5RollCuMatt,GB-SLK-CLR-5ML-ROL-MCPR,Matched to QB,Glass Bottle,Sleek,Standard,Clear,5 ml (0.17 oz),0.1667,5,Roller,Matte Copper,Roll-On,13-415,13-415,62 ±1 mm,48 ±1 mm,23 ±0.5 mm,88.46,23777.08,258,0.72,0.72,0.57,0.68,In Stock,Sleek 5 ml (0.17 oz) Clear Glass Bottle with Roller Matte Copper Cap,"Sleek design 5ml, 1/6oz Clear glass bottle with Roller Ball and matte copper cap.",Clear and colored glass roll on bottles of capacity range about 1/6oz (from 4ml to 6ml),Glass Bottle,"Empty Clear glass bottle with plastic roller ball plug and matte copper cap cap acity: 5ml, 1/6oz. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy.",https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-plastic-roller-ball-plug-copper-matte-cap,A,Roll-On & Topical,Glass Bottle,Sleek Collection,N/A,
BB-GB-005-0082,GBSleek5RollGlMatt,GB-SLK-CLR-5ML-ROL-MGLD,Matched to QB,Glass Bottle,Sleek,Standard,Clear,5 ml (0.17 oz),0.1667,5,Roller,Matte Gold,Screw Cap,13-415,13-415,62 ±1 mm,48 ±1 mm,23 ±0.5 mm,88.46,23777.08,258,0.72,0.72,0.57,0.68,In Stock,Sleek 5 ml (0.17 oz) Clear Glass Bottle with Roller Matte Gold Cap,"Sleek design 5ml, 1/6oz Clear glass bottle with Roller Ball and matte gold cap.",Clear and colored glass roll on bottles of capacity range about 1/6oz (from 4ml to 6ml),Glass Bottle,"Empty Clear glass bottle with plastic roller ball plug and matte gold cap cap acity: 5ml, 1/6oz. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy.",https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-plastic-roller-ball-plug-gold-matte-cap,A,Roll-On & Topical,Glass Bottle,Sleek Collection,N/A,
BB-GB-005-0083,GBSleek5RollGlSh,GB-SLK-CLR-5ML-ROL-SGLD,Matched to QB,Glass Bottle,Sleek,Standard,Clear,5 ml (0.17 oz),0.1667,5,Roller,Shiny Gold,Screw Cap,13-415,13-415,62 ±1 mm,48 ±1 mm,23 ±0.5 mm,88.46,23777.08,258,0.72,0.72,0.57,0.68,In Stock,Sleek 5 ml (0.17 oz) Clear Glass Bottle with Roller Shiny Gold Cap,"Sleek design 5ml, 1/6oz Clear glass bottle with Roller Ball and shiny gold cap.",Clear and colored glass roll on bottles of capacity range about 1/6oz (from 4ml to 6ml),Glass Bottle,"Empty Clear glass bottle with plastic roller ball plug and shiny gold cap cap acity: 5ml, 1/6oz. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy.",https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-plastic-roller-ball-plug-shiny-gold-cap,A,Roll-On & Topical,Glass Bottle,Sleek Collection,N/A,
BB-GB-005-0084,GBSleek5RollPinkDot,GB-SLK-CLR-5ML-ROL-PKDT,Matched to QB,Glass Bottle,Sleek,Standard,Clear,5 ml (0.17 oz),0.1667,5,Roller,Pink Dotted,Dot Cap,13-415,13-415,62 ±1 mm,48 ±1 mm,23 ±0.5 mm,88.46,23777.08,258,0.79,0.79,0.62,0.75,In Stock,Sleek 5 ml (0.17 oz) Clear Glass Bottle with Roller Pink Dotted Cap,"Sleek design 5ml, 1/6oz Clear glass bottle with Roller Ball and pink cap with dots.",Clear and colored glass roll on bottles of capacity range about 1/6oz (from 4ml to 6ml),Glass Bottle,"Empty Clear glass bottle with plastic roller ball plug and pink cap with dots cap acity: 5ml, 1/6oz. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy.",https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-plastic-roller-ball-plug-pink-cap-with-dots,A,Roll-On & Topical,Glass Bottle,Sleek Collection,N/A,
BB-GB-005-0085,GBSleek5RollSlDot,GB-SLK-CLR-5ML-ROL-SLDT,Matched to QB,Glass Bottle,Sleek,Standard,Clear,5 ml (0.17 oz),0.1667,5,Roller,Silver Dotted,Dot Cap,13-415,13-415,62 ±1 mm,48 ±1 mm,23 ±0.5 mm,88.46,23777.08,258,0.79,0.79,0.62,0.75,In Stock,Sleek 5 ml (0.17 oz) Clear Glass Bottle with Roller Silver Dotted Cap,"Sleek design 5ml, 1/6oz Clear glass bottle with Roller Ball and silver cap with dots.",Clear and colored glass roll on bottles of capacity range about 1/6oz (from 4ml to 6ml),Glass Bottle,"Empty Clear glass bottle with plastic roller ball plug and silver cap with dots cap acity: 5ml, 1/6oz. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy.",https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-plastic-roller-ball-plug-silver-cap-with-dots,A,Roll-On & Topical,Glass Bottle,Sleek Collection,N/A,
BB-GB-005-0086,GBSleek5RollSlMatt,GB-SLK-CLR-5ML-ROL-MSLV,Matched to QB,Glass Bottle,Sleek,Standard,Clear,5 ml (0.17 oz),0.1667,5,Roller,Matte Silver,Roll-On,13-415,13-415,62 ±1 mm,48 ±1 mm,23 ±0.5 mm,88.46,23777.08,258,0.72,0.72,0.57,0.68,In Stock,Sleek 5 ml (0.17 oz) Clear Glass Bottle with Roller Matte Silver Cap,"Sleek design 5ml, 1/6oz Clear glass bottle with Roller Ball and matte silver cap.",Clear and colored glass roll on bottles of capacity range about 1/6oz (from 4ml to 6ml),Glass Bottle,"Empty Clear glass bottle with plastic roller ball plug and matte silver cap cap acity: 5ml, 1/6oz. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy.",https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-plastic-roller-ball-plug-silver-matte-cap,A,Roll-On & Topical,Glass Bottle,Sleek Collection,N/A,
BB-GB-005-0087,GBSleek5RollSlSh,GB-SLK-CLR-5ML-ROL-SSLV,Matched to QB,Glass Bottle,Sleek,Standard,Clear,5 ml (0.17 oz),0.1667,5,Roller,Shiny Silver,Roll-On,13-415,13-415,62 ±1 mm,48 ±1 mm,23 ±0.5 mm,88.46,23777.08,258,0.72,0.72,0.57,0.68,In Stock,Sleek 5 ml (0.17 oz) Clear Glass Bottle with Roller Shiny Silver Cap,"Sleek design 5ml, 1/6oz Clear glass bottle with Roller Ball and shiny silver cap.",Clear and colored glass roll on bottles of capacity range about 1/6oz (from 4ml to 6ml),Glass Bottle,"Empty Clear glass bottle with plastic roller ball plug and shiny silver cap cap acity: 5ml, 1/6oz. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy.",https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-plastic-roller-ball-plug-silver-cap,A,Roll-On & Topical,Glass Bottle,Sleek Collection,N/A,
BB-GB-005-0088,GBSleek5Sl,GB-SLK-CLR-5ML-SLV-T,Matched to QB,Glass Bottle,Sleek,Standard,Clear,5 ml (0.17 oz),0.1667,5,N/A,Silver,Tall,13-415,13-415,57 ±1 mm,45 ±0.5 mm,23 ±0.5 mm,88.46,23777.08,258,0.6,0.6,0.47,0.57,In Stock,Sleek 5 ml (0.17 oz) Clear Glass Bottle Tall Silver Cap,"Sleek design 5ml, 1/6oz Clear glass bottle and Cap.",Classic Glass Bottles With Attractive Caps,Glass Bottle,"Empty Clear glass bottle with shiny silver cap cap acity: 5ml, 1/6oz. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy.",https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-shiny-silver-cap,B — no applicator,Sample & Discovery,Glass Bottle,Sleek Collection,N/A,
BB-GB-005-0089,GBSleek5SpryBlkMatt,GB-SLK-CLR-5ML-SPR-MBLK,Matched to QB,Glass Bottle,Sleek,Standard,Clear,5 ml (0.17 oz),0.1667,5,Sprayer,Matte Black,Spray,13-415,13-415,64 ±1 mm,45 ±0.5 mm,23 ±0.5 mm,88.46,23777.08,258,0.95,0.95,0.75,0.9,In Stock,Sleek 5 ml (0.17 oz) Clear Glass Bottle with Sprayer Matte Black Cap,"Sleek design 5ml, 1/6oz Clear glass bottle with Sprayer. Refillable, Small sized bottle for decants, promotion, samples and travel accessory.",Refillable Glass Bottles with Fine Mist Sprayers,Glass Bottle,,https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-matte-black-spray,A,Spray & Atomizer,Glass Bottle,Sleek Collection,N/A,https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-matte-black-spray
BB-GB-005-0090,GBSleek5SpryBlkSh,GB-SLK-CLR-5ML-SPR-SBLK,Matched to QB,Glass Bottle,Sleek,Standard,Clear,5 ml (0.17 oz),0.1667,5,Sprayer,Shiny Black,Spray,13-415,13-415,64 ±1 mm,45 ±0.5 mm,23 ±0.5 mm,88.46,23777.08,258,0.95,0.95,0.75,0.9,In Stock,Sleek 5 ml (0.17 oz) Clear Glass Bottle with Sprayer Shiny Black Cap,"Sleek design 5ml, 1/6oz Clear glass bottle with Sprayer. Refillable, Small sized bottle for decants, promotion, samples and travel accessory.",Refillable Glass Bottles with Fine Mist Sprayers,Glass Bottle,,https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-shiny-black-spray,A,Spray & Atomizer,Glass Bottle,Sleek Collection,N/A,https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-shiny-black-spray
BB-GB-005-0091,GBSleek5SpryBluMatt,GB-SLK-CLR-5ML-SPR-MBLU,Matched to QB,Glass Bottle,Sleek,Standard,Clear,5 ml (0.17 oz),0.1667,5,Sprayer,Matte Blue,Spray,13-415,13-415,64 ±1 mm,45 ±0.5 mm,23 ±0.5 mm,88.46,23777.08,258,0.95,0.95,0.75,0.9,In Stock,Sleek 5 ml (0.17 oz) Clear Glass Bottle with Sprayer Matte Blue Cap,"Sleek design 5ml, 1/6oz Clear glass bottle with Sprayer. Refillable, Small sized bottle for decants, promotion, samples and travel accessory.",Refillable Glass Bottles with Fine Mist Sprayers,Glass Bottle,,https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-matte-blue-spray,A,Spray & Atomizer,Glass Bottle,Sleek Collection,N/A,https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-matte-blue-spray
BB-GB-005-0092,GBSleek5SpryCuMatt,GB-SLK-CLR-5ML-SPR-MCPR,Matched to QB,Glass Bottle,Sleek,Standard,Clear,5 ml (0.17 oz),0.1667,5,Sprayer,Matte Copper,Spray,13-415,13-415,64 ±1 mm,45 ±0.5 mm,23 ±0.5 mm,88.46,23777.08,258,0.95,0.95,0.75,0.9,In Stock,Sleek 5 ml (0.17 oz) Clear Glass Bottle with Sprayer Matte Copper Cap,"Sleek design 5ml, 1/6oz Clear glass bottle with Sprayer.",Refillable Glass Bottles with Fine Mist Sprayers,Glass Bottle,"Empty Clear glass bottle with matte copper spray0 cap acity: 5ml, 1/6oz. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy.",https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-matte-copper-spray,A,Spray & Atomizer,Glass Bottle,Sleek Collection,N/A,
BB-GB-005-0093,GBSleek5SpryGlMatt,GB-SLK-CLR-5ML-SPR-MGLD,Matched to QB,Glass Bottle,Sleek,Standard,Clear,5 ml (0.17 oz),0.1667,5,Sprayer,Matte Gold,Screw Cap,13-415,13-415,64 ±1 mm,45 ±0.5 mm,23 ±0.5 mm,88.46,23777.08,258,0.95,0.95,0.75,0.9,In Stock,Sleek 5 ml (0.17 oz) Clear Glass Bottle with Sprayer Matte Gold Cap,"Sleek design 5ml, 1/6oz Clear glass bottle with Sprayer. Refillable, Small sized bottle for decants, promotion, samples and travel accessory.",Refillable Glass Bottles with Fine Mist Sprayers,Glass Bottle,,https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-matte-gold-spray,A,Spray & Atomizer,Glass Bottle,Sleek Collection,N/A,https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-matte-gold-spray
BB-GB-005-0094,GBSleek5SpryGlSh,GB-SLK-CLR-5ML-SPR-SGLD,Matched to QB,Glass Bottle,Sleek,Standard,Clear,5 ml (0.17 oz),0.1667,5,Sprayer,Shiny Gold,Screw Cap,13-415,13-415,64 ±1 mm,45 ±0.5 mm,23 ±0.5 mm,88.46,23777.08,258,0.95,0.95,0.75,0.9,In Stock,Sleek 5 ml (0.17 oz) Clear Glass Bottle with Sprayer Shiny Gold Cap,"Sleek design 5ml, 1/6oz Clear glass bottle with Sprayer. Refillable, Small sized bottle for decants, promotion, samples and travel accessory.",Refillable Glass Bottles with Fine Mist Sprayers,Glass Bottle,,https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-shiny-gold-spray,A,Spray & Atomizer,Glass Bottle,Sleek Collection,N/A,https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-shiny-gold-spray
BB-GB-005-0095,GBSleek5SprySlMatt,GB-SLK-CLR-5ML-SPR-MSLV,Matched to QB,Glass Bottle,Sleek,Standard,Clear,5 ml (0.17 oz),0.1667,5,Sprayer,Matte Silver,Spray,13-415,13-415,64 ±1 mm,45 ±0.5 mm,23 ±0.5 mm,88.46,23777.08,258,0.95,0.95,0.75,0.9,In Stock,Sleek 5 ml (0.17 oz) Clear Glass Bottle with Sprayer Matte Silver Cap,"Sleek design 5ml, 1/6oz Clear glass bottle with Sprayer. Refillable, Small sized bottle for decants, promotion, samples and travel accessory.",Refillable Glass Bottles with Fine Mist Sprayers,Glass Bottle,,https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-matte-silver-spray,A,Spray & Atomizer,Glass Bottle,Sleek Collection,N/A,https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-matte-silver-spray
BB-GB-005-0096,GBSleek5SprySlSh,GB-SLK-CLR-5ML-SPR-SSLV,Matched to QB,Glass Bottle,Sleek,Standard,Clear,5 ml (0.17 oz),0.1667,5,Sprayer,Shiny Silver,Spray,13-415,13-415,64 ±1 mm,45 ±0.5 mm,23 ±0.5 mm,88.46,23777.08,258,0.95,0.95,0.75,0.9,In Stock,Sleek 5 ml (0.17 oz) Clear Glass Bottle with Sprayer Shiny Silver Cap,"Sleek design 5ml, 1/6oz Clear glass bottle with Sprayer. Refillable, Small sized bottle for decants, promotion, samples and travel accessory.",Refillable Glass Bottles with Fine Mist Sprayers,Glass Bottle,,https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-shiny-silver-spray,A,Spray & Atomizer,Glass Bottle,Sleek Collection,N/A,https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-shiny-silver-spray
BB-GB-005-0097,GBSleek5WhtSht,GB-SLK-WHT-5ML-WHT-S,Matched to QB,Glass Bottle,Sleek,Standard,White,5 ml (0.17 oz),0.1667,5,N/A,White,Short,13-415,13-415,56 ±1 mm,45 ±0.5 mm,23 ±0.5 mm,88.46,23777.08,258,0.54,0.54,0.43,0.51,In Stock,Sleek 5 ml (0.17 oz) White Glass Bottle Short White Cap,"Sleek design 5ml, 1/6oz Clear glass bottle and Cap.",Classic Glass Bottles With Attractive Caps,Glass Bottle,"Empty Clear glass bottle with short white cap0 cap acity: 5ml, 1/6oz. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy.",https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-short-white-cap,B — no applicator,Sample & Discovery,Glass Bottle,Sleek Collection,N/A,
BB-GB-008-0001,GBSleek8BlkSht,GB-SLK-CLR-8ML-S,Matched to QB,Glass Bottle,Sleek,Standard,Clear,8 ml (0.27 oz),0.27,8,N/A,Clear,Short,N/A,13-415,68 ±1 mm,66 ±1 mm,23 ±0.5 mm,88.46,23777.08,258,0.6,0.55,0.43,0.52,In Stock,Sleek 8 ml (0.27 oz) Clear Glass Bottle Short Cap,"Empty Clear glass bottle with short shiny black cap capacity: 8ml, 1/3oz.",Classic Glass Bottles With Attractive Caps,Glass Bottle,,https://www.bestbottles.com/product/sleek-design-8-ml-glass-bottle-short-black-cap,C — no applicator; no cap color; no thread,Perfume & Fragrance,Glass Bottle,Sleek Collection,N/A,https://www.bestbottles.com/product/sleek-design-8-ml-glass-bottle-short-black-cap
